OCHIAI   	;Uncon;Status;DUAs; Version;26b
0.447214;True;clear;org.apache.commons.compress.utils.IOUtils%skip#1@7$(97,(98,99), skipped)
0.267261;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@10$(101,(96,97), numToSkip)
0.267261;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@13$(101,97, numToSkip)
0.246183;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@0$(95,97, input)
0.246183;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@1$(95,(96,97), numToSkip)
0.246183;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@4$(95,97, numToSkip)
0.235702;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@6$(95,104, available)
0.136083;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@3$(95,104, numToSkip)
0.131306;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@5$(95,101, numToSkip)
0.131306;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@8$(97,(98,101), skipped)
0.131306;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@9$(97,101, skipped)
0.131306;False;clear;org.apache.commons.compress.utils.IOUtils%skip#1@12$(101,104, numToSkip)
