FAULT DETECTION ;Uncon;Status;DUAs; Version;60b
1.000000;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@0$(261,(268,268), this)
0.500000;True;clear;org.jsoup.helper.Validate%notEmpty#7@2$(91,(91,92), string)
0.400000;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@46$(269,(271,271), c)
0.333333;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@6$(261,(271,272), open)
0.333333;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@35$(265,(272,272), inQuote)
0.333333;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@39$(269,(271,272), c)
0.333333;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@48$(272,(273,274), inQuote)
0.083333;False;clear;org.jsoup.parser.TokenQueue%unescape#14@23$(300,(300,300), i$)
0.083333;False;clear;org.jsoup.parser.TokenQueue%unescape#14@25$(300,300, i$)
0.083333;False;clear;org.jsoup.parser.TokenQueue%unescape#14@26$(300,300, i$)
0.083333;True;clear;org.jsoup.select.QueryParser%findElements#3@21$(143,(161,162), this)
0.083333;True;clear;org.jsoup.select.QueryParser%findElements#3@76$(143,162, this)
0.083333;True;clear;org.jsoup.select.QueryParser%findElements#3@105$(143,(161,162), this.tq)
0.083333;True;clear;org.jsoup.select.QueryParser%contains#7@2$(335,341, this)
0.083333;True;clear;org.jsoup.select.QueryParser%contains#7@5$(335,(335,335), own)
0.083333;True;clear;org.jsoup.select.QueryParser%contains#7@7$(335,(338,341), own)
0.083333;True;clear;org.jsoup.select.QueryParser%contains#7@10$(335,341, this.evals)
0.083333;True;clear;org.jsoup.select.QueryParser%contains#7@12$(336,341, searchText)
0.071429;False;clear;org.jsoup.select.QueryParser%contains#7@0$(335,335, this)
0.071429;False;clear;org.jsoup.select.QueryParser%contains#7@1$(335,336, this)
0.071429;False;clear;org.jsoup.select.QueryParser%contains#7@8$(335,335, this.tq)
0.071429;False;clear;org.jsoup.select.QueryParser%contains#7@9$(335,336, this.tq)
0.062500;True;clear;org.jsoup.select.QueryParser%consumeSubQuery#2@4$(128,(132,133), this)
0.062500;True;clear;org.jsoup.select.QueryParser%consumeSubQuery#2@9$(128,133, this)
0.062500;True;clear;org.jsoup.select.QueryParser%consumeSubQuery#2@15$(128,(132,133), this.tq)
0.062500;True;clear;org.jsoup.select.QueryParser%consumeSubQuery#2@20$(128,133, this.tq)
0.062500;True;clear;org.jsoup.select.QueryParser%consumeSubQuery#2@26$(128,133, sq)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@0$(298,309, out)
0.058824;True;clear;org.jsoup.parser.TokenQueue%unescape#14@1$(298,306, out)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@7$(300,300, arr$)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@8$(300,(300,300), len$)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@9$(300,(300,309), len$)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@10$(300,(300,300), i$)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@12$(300,300, i$)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@13$(300,300, i$)
0.058824;True;clear;org.jsoup.parser.TokenQueue%unescape#14@15$(300,(301,306), c)
0.058824;True;clear;org.jsoup.parser.TokenQueue%unescape#14@16$(300,306, c)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@17$(300,307, c)
0.058824;False;clear;org.jsoup.parser.TokenQueue%unescape#14@24$(300,(300,309), i$)
0.038462;False;clear;org.jsoup.parser.TokenQueue%consume#9@1$(166,(166,168), this)
0.038462;True;clear;org.jsoup.parser.TokenQueue%consume#9@3$(166,(169,172), this)
0.038462;True;clear;org.jsoup.parser.TokenQueue%consume#9@4$(166,172, this)
0.038462;False;clear;org.jsoup.parser.TokenQueue%consume#9@6$(166,(166,168), seq)
0.038462;False;clear;org.jsoup.parser.TokenQueue%consume#9@7$(166,168, seq)
0.038462;True;clear;org.jsoup.parser.TokenQueue%consume#9@8$(166,172, this.pos)
0.038462;True;clear;org.jsoup.parser.TokenQueue%consume#9@10$(168,(169,172), len)
0.038462;True;clear;org.jsoup.parser.TokenQueue%consume#9@11$(168,172, len)
0.028571;True;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@4$(223,(224,228), this)
0.028571;True;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@7$(223,(224,228), seq)
0.025000;False;clear;org.jsoup.select.QueryParser%findElements#3@20$(143,(159,161), this)
0.025000;False;clear;org.jsoup.select.QueryParser%findElements#3@104$(143,(159,161), this.tq)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@1$(261,(268,269), this)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@2$(261,269, this)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@3$(261,288, this)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@4$(261,285, this)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@5$(261,278, this)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@8$(261,(275,276), open)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@9$(261,(275,280), open)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@11$(261,(280,284), close)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@12$(261,285, this.pos)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@13$(261,278, this.pos)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@14$(261,288, this.queue)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@16$(261,(277,278), start)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@26$(263,276, depth)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@28$(264,(270,271), last)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@30$(264,(284,286), last)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@34$(265,(273,275), inQuote)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@37$(269,(271,271), c)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@41$(269,(275,276), c)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@42$(269,(275,280), c)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@44$(269,(280,284), c)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@45$(269,286, c)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@47$(269,(271,273), c)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@52$(276,(284,284), depth)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@55$(276,(287,268), depth)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@60$(278,288, start)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@67$(285,(288,288), end)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@69$(285,288, end)
0.024390;False;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@70$(286,(270,270), last)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@72$(286,(284,285), last)
0.024390;True;clear;org.jsoup.parser.TokenQueue%chompBalanced#13@74$(286,(270,271), last)
0.023810;False;clear;org.jsoup.select.QueryParser%findElements#3@18$(143,(157,159), this)
0.023810;False;clear;org.jsoup.select.QueryParser%findElements#3@102$(143,(157,159), this.tq)
0.023256;False;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@0$(223,(224,224), this)
0.023256;False;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@2$(223,228, this)
0.023256;False;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@3$(223,(224,225), this)
0.023256;False;clear;org.jsoup.parser.TokenQueue%consumeToAny#12@5$(223,225, this)
